Staff_ID,Name,Role,Department,Shift,Phone,Email,Salary,Hire_Date,Status
8475,Thomas Bond,Receptionist,Ortho,Evening,545.686.0598x1636,christopher34@example.com,33835,10/24/2021,Active
8476,Eric Young,Receptionist,Pedia,Night,001-302-557-3856x6151,daniellemartin@example.com,27228,5/10/2023,Resigned
8477,Christopher Cook,Cleaner,Neuro,Morning,(475)305-6390x752,danielle99@example.com,56228,6/27/2024,Active
8478,Tara Bradford,Technician,Neuro,Evening,001-869-801-8135,erik39@example.com,69054,10/10/2024,Active
8479,Diamond Parker,Technician,Onco,Night,955.746.2600x5645,baxterholly@example.com,79624,10/31/2021,Active
8480,Alan Kim,Cleaner,Pedia,Evening,+1-917-396-0511x05686,hickmanbrian@example.net,73288,6/1/2023,Resigned
8481,Dr. Colin Kennedy,Nurse,Neuro,Evening,460-546-5556x243,carrie57@example.com,20482,11/11/2021,Active
8482,Emily Norton,Pharmacist,Pedia,Morning,(377)882-3502x6523,jamessutton@example.net,41925,9/18/2025,Resigned
8483,Jennifer Wilkerson,Technician,Ortho,Morning,813-502-2281x60660,thomasjustin@example.org,46979,7/25/2023,Active
8484,Brenda Guerrero,Pharmacist,Pedia,Night,(974)489-0647x72390,ariasbilly@example.com,73789,8/17/2023,Resigned
8485,Charles Wright,Nurse,Ortho,Evening,528-688-9879x99845,annarich@example.net,38030,7/31/2024,Resigned
8486,Stephen Avery,Pharmacist,Cardio,Morning,(335)286-9180x33631,jamesstuart@example.com,58631,5/5/2023,Active
8487,Deborah Parker,Cleaner,Cardio,Morning,(435)997-0061x238,colin06@example.org,25314,12/13/2020,Resigned
8488,Richard Erickson,Pharmacist,Neuro,Evening,338.827.4727,scott00@example.org,37591,12/3/2024,Active
8489,Brandon Sanford,Nurse,Cardio,Morning,8938802466,ijones@example.net,33921,7/18/2021,Active
8490,Kevin Miller,Receptionist,Onco,Morning,904.611.1255x98378,stephaniestephenson@example.org,40998,6/16/2024,Active
8491,Raymond Faulkner,Pharmacist,Cardio,Morning,+1-294-498-1305x4198,qscott@example.org,41580,9/22/2022,Active
8492,Shane Yu,Receptionist,Cardio,Evening,+1-388-257-0034x38465,williamsaaron@example.com,72139,10/5/2022,Active
8493,Erica Rivera,Technician,Neuro,Evening,+1-390-518-5819x8446,chadellis@example.org,50321,3/5/2025,Resigned
8494,Nathan Wolf,Cleaner,Onco,Evening,847.265.2287,krobinson@example.com,79024,11/18/2021,Resigned
8495,John Cruz,Nurse,Onco,Evening,+1-753-649-7913x0963,ltate@example.org,49377,11/17/2023,Resigned
8496,Donna Glenn,Cleaner,Pedia,Morning,387-778-1707x76790,travis53@example.net,70007,8/14/2021,Active
8497,Paul Gaines,Technician,Pedia,Evening,(464)828-3266,jessehodges@example.org,62809,10/22/2024,Active
8498,Donna Smith,Pharmacist,Onco,Morning,353-266-4256x281,pgonzalez@example.net,67323,7/23/2021,Resigned
8499,Lynn Greene,Cleaner,Pedia,Evening,798-951-1467x36955,jameshernandez@example.net,40743,9/11/2021,Active
8500,Zoe Schultz,Nurse,Neuro,Evening,+1-284-327-4527x739,jsimpson@example.net,74607,4/5/2022,Active
8501,Mr. Mark Howard PhD,Pharmacist,Pedia,Evening,295.777.2134x07673,dominguezcaitlin@example.org,56042,10/6/2022,Active
8502,James Meza,Technician,Neuro,Evening,995.462.8004x2124,andersonandrew@example.com,78501,6/18/2022,Active
8503,Lynn Mills,Nurse,Cardio,Morning,9078623461,munozjason@example.org,51551,2/11/2022,Active
8504,Bailey Mcclure,Nurse,Neuro,Morning,245-862-4503x1794,walkercalvin@example.net,40830,6/16/2023,Resigned
8505,Jennifer Hinton,Cleaner,Cardio,Evening,001-608-937-4833x459,asmith@example.net,70784,1/18/2023,Resigned
8506,John Compton,Cleaner,Cardio,Night,+1-956-458-4066x619,williamsmonique@example.com,55339,1/7/2023,Resigned
8507,Patrick Davis,Technician,Pedia,Night,+1-468-352-5730x995,howardanthony@example.net,57997,1/1/2021,Active
8508,Christina Knight,Technician,Pedia,Morning,(398)866-7224x5611,austingallegos@example.net,20913,7/8/2025,Resigned
8509,Jose Gomez,Pharmacist,Cardio,Morning,735-548-9068x6515,bibarra@example.net,29983,12/25/2022,Active
8510,Amanda Miller,Pharmacist,Onco,Night,(263)964-7333,emily85@example.org,53878,12/19/2022,Active
8511,Jordan Spence,Pharmacist,Cardio,Morning,520-472-4288x3794,nortonleslie@example.com,63183,4/19/2023,Active
8512,Juan Mosley,Cleaner,Cardio,Night,458-472-1379x095,kennethkoch@example.org,77680,6/26/2023,Active
8513,Makayla Davis,Pharmacist,Cardio,Night,476.438.5384x577,nancyjames@example.com,41350,11/7/2022,Resigned
8514,Christopher Jordan,Pharmacist,Neuro,Night,(289)715-6714x353,griffinkenneth@example.com,68902,6/8/2025,Resigned
8515,Stanley Bowers,Receptionist,Pedia,Morning,001-204-914-0124x7199,keithrebecca@example.net,25494,3/28/2021,Active
8516,Ann Brown,Technician,Neuro,Night,842.424.2317x5124,whitelisa@example.net,58298,3/30/2025,Active
8517,Sarah Barrett,Receptionist,Onco,Morning,714.319.1049x49919,jeremyclark@example.net,23800,10/24/2023,Resigned
8518,Michael Pace,Nurse,Neuro,Night,3997511401,hallkeith@example.net,58238,5/26/2024,Resigned
8519,Robin Skinner,Pharmacist,Pedia,Evening,720.344.6807x30524,frankherring@example.org,31214,9/21/2021,Resigned
8520,Ellen Hopkins,Nurse,Ortho,Night,782.934.3328x319,ljacobs@example.net,50889,11/7/2023,Resigned
8521,Richard Gillespie,Pharmacist,Ortho,Night,(200)607-5907x94450,lisa75@example.org,76018,8/11/2021,Active
8522,Michael Jones,Technician,Pedia,Night,779-470-5934x564,heather65@example.net,30514,5/18/2025,Resigned
8523,Julie Mason,Nurse,Pedia,Evening,294.742.5376,charles60@example.org,71532,2/8/2022,Active
8524,Antonio Morris,Receptionist,Neuro,Morning,001-967-976-8871,johnsonstacy@example.com,46520,11/28/2024,Active
8525,Denise Herring,Nurse,Cardio,Night,7932739566,qbaxter@example.net,20435,4/10/2021,Resigned
8526,Mindy Rose,Cleaner,Onco,Morning,(556)263-4367x0226,conniesmith@example.net,64308,12/27/2022,Active
8527,Michelle Andrews,Nurse,Cardio,Morning,001-725-438-3302x473,mcardenas@example.com,57528,6/5/2021,Active
8528,Mark Cox,Pharmacist,Neuro,Morning,847.438.1546,juankirby@example.org,58019,10/29/2021,Resigned
8529,Kathy King,Receptionist,Pedia,Morning,(551)342-6682x3419,patelzachary@example.net,60446,10/27/2023,Active
8530,Meghan Shelton,Receptionist,Ortho,Night,848-312-1557x9621,isanchez@example.net,55284,2/25/2023,Resigned
8531,Dawn Pena,Receptionist,Onco,Evening,(426)235-9568,davidwilliams@example.com,50114,8/30/2023,Resigned
8532,Dennis Nichols,Pharmacist,Ortho,Morning,256.936.9555x757,micheal41@example.net,65257,6/28/2023,Active
8533,Kristina Bridges,Pharmacist,Onco,Night,+1-212-243-5502x6896,rebeccaduncan@example.net,21232,9/10/2022,Resigned
8534,Deanna Duncan,Pharmacist,Onco,Night,854-398-1442x78061,cwoodard@example.org,40819,8/28/2025,Resigned
8535,Jeremy Spencer,Technician,Cardio,Night,-9560,curtisbrenda@example.org,24128,9/4/2021,Active
8536,Tammy Davis,Cleaner,Onco,Morning,(445)202-9852x211,kimberly47@example.org,39969,5/12/2024,Resigned
8537,Shannon Miller,Nurse,Ortho,Evening,-3313,travispena@example.org,68259,6/30/2024,Active
8538,Mr. John Gibson DDS,Receptionist,Neuro,Morning,-3463,zpeterson@example.com,46622,4/17/2025,Active
8539,William Carter,Cleaner,Ortho,Evening,(272)671-5675x6856,anthonythomas@example.com,28425,4/21/2021,Resigned
8540,Keith Barton,Nurse,Neuro,Evening,528.850.9820x9158,dosborne@example.org,69550,9/20/2023,Active
8541,Cathy Gonzales,Cleaner,Ortho,Night,446-389-2510x86050,vanessa50@example.com,41401,7/20/2025,Active
8542,Douglas Glass,Nurse,Pedia,Morning,+1-619-919-9916x2888,vfrazier@example.com,48906,6/7/2023,Resigned
8543,Matthew Hernandez,Nurse,Pedia,Night,001-335-795-2849x5774,johnsoncurtis@example.org,33046,12/2/2022,Active
8544,Andrew Lester,Pharmacist,Onco,Morning,9873393340,jarvissamantha@example.net,60001,12/3/2020,Active
8545,James Nielsen,Cleaner,Cardio,Morning,(684)687-1081x0813,alexandrasmith@example.com,20524,5/23/2025,Active
8546,Andrew Vaughn,Cleaner,Ortho,Evening,896.689.8379,jenniferferguson@example.com,20709,9/15/2022,Resigned
8547,Andrew Sharp,Pharmacist,Neuro,Evening,(963)366-1559x5272,shannon97@example.net,67377,1/16/2021,Active
8548,Jaime Alvarez,Receptionist,Pedia,Evening,224-426-0207,vegajoanna@example.org,77887,1/17/2021,Resigned
8549,Cameron Martinez,Technician,Onco,Evening,9107325819,richard61@example.com,54003,10/25/2020,Resigned
8550,Tina Hampton,Nurse,Cardio,Evening,001-500-505-7177x34776,hopkinsalisha@example.com,41856,1/9/2024,Resigned
8551,Jessica Brooks,Nurse,Pedia,Evening,+1-241-484-0447x116,khall@example.org,47175,11/28/2022,Resigned
8552,Brittney Martin,Receptionist,Ortho,Morning,001-688-695-3141,patricia05@example.org,25378,5/30/2021,Active
8553,Megan White,Pharmacist,Onco,Night,001-698-270-5931,billy53@example.com,32442,1/19/2024,Resigned
8554,David Walker,Technician,Pedia,Morning,601.555.1436x2095,jpage@example.org,58132,1/2/2021,Active
8555,Cassandra Garza,Nurse,Ortho,Night,990-631-9306x7462,natasha56@example.org,31132,6/7/2023,Active
8556,Regina Moore,Technician,Pedia,Evening,311-204-7734,perkinsangela@example.com,66169,11/4/2022,Resigned
8557,Mark Ayala,Pharmacist,Onco,Night,711.854.8792,jonathanphelps@example.com,33775,10/27/2022,Active
8558,Angelica Larson,Cleaner,Pedia,Morning,945.551.7746x87634,jefferyhenderson@example.net,71300,8/12/2022,Resigned
8559,Howard Sanchez,Nurse,Onco,Night,001-432-288-1274x5448,adamsjanet@example.org,68520,8/22/2021,Resigned
8560,Vanessa Tran,Nurse,Neuro,Evening,(909)457-1863,laura28@example.net,51421,8/22/2022,Active
8561,Stephanie Wright,Pharmacist,Cardio,Night,(606)235-2483x927,jasonspears@example.com,63624,3/14/2023,Active
8562,Shawn Shaw,Nurse,Onco,Evening,+1-687-450-4163x60433,valerieatkinson@example.com,60289,10/3/2021,Active
8563,Brandon Thomas,Receptionist,Neuro,Night,340-272-6218x71247,whoward@example.org,62151,5/27/2024,Resigned
8564,Grace Kline,Receptionist,Ortho,Evening,+1-994-553-8308x52083,kayla91@example.com,49527,9/6/2023,Resigned
8565,Christopher Walton,Cleaner,Ortho,Night,897-533-9655x2437,bennettronald@example.com,56662,2/26/2024,Active
8566,Mary Roberson,Technician,Pedia,Evening,272-836-5998x51067,joseph98@example.net,42839,1/3/2023,Resigned
8567,Kim Vazquez,Pharmacist,Neuro,Evening,599-320-2013,daviselizabeth@example.com,64945,8/21/2021,Active
8568,Suzanne Warner,Technician,Neuro,Morning,(284)274-4429x930,yfarmer@example.org,79839,6/1/2025,Active
8569,Jennifer Ballard,Cleaner,Onco,Night,225-620-8351x421,zbrown@example.com,74447,7/17/2022,Resigned
8570,Amanda Blankenship,Receptionist,Cardio,Night,(843)709-3959,oliviayoung@example.net,75480,6/19/2022,Active
8571,Matthew Brown,Receptionist,Cardio,Night,001-881-342-9351x458,colejeremy@example.org,59564,7/14/2025,Active
8572,Paige Morris MD,Receptionist,Pedia,Night,536-938-3228x7192,taylor83@example.net,66845,11/29/2023,Resigned
8573,Jeffrey Hammond,Technician,Cardio,Evening,383-794-1447,frankandrade@example.net,32251,11/5/2022,Resigned
8574,Matthew Stevens,Technician,Pedia,Evening,(665)430-2934,rachel04@example.com,77639,8/28/2023,Resigned
8575,Larry Martinez,Nurse,Ortho,Morning,(997)651-9800x476,jeremymoss@example.com,26635,10/15/2023,Active
8576,Rachel Wilkerson,Pharmacist,Neuro,Night,567.743.8262,ruizglenn@example.com,28619,12/17/2020,Active
8577,Kristy Johnson,Cleaner,Onco,Morning,+1-865-292-0013x0134,greenangela@example.com,57465,3/23/2023,Active
8578,Susan Reyes,Cleaner,Ortho,Morning,839-372-8127,jason66@example.com,47849,2/4/2025,Active
8579,Andrew Nelson,Pharmacist,Neuro,Night,(551)397-4944,betty88@example.net,48353,2/2/2024,Active
8580,Douglas Collier,Receptionist,Cardio,Morning,335.669.3576x350,trangeorge@example.net,29008,3/15/2022,Active
8581,Natalie Martinez,Receptionist,Cardio,Morning,001-961-756-8356x063,wgomez@example.org,75977,4/25/2024,Resigned
8582,Stephanie Lee,Pharmacist,Cardio,Night,789.841.1846,sarah83@example.net,22551,11/28/2020,Active
8583,Carrie Knight,Receptionist,Neuro,Morning,(968)211-5468x594,beverlyhernandez@example.net,56315,6/19/2022,Active
8584,Jason Taylor,Technician,Ortho,Evening,001-895-244-4965x84625,ybrown@example.com,28897,10/10/2021,Active
8585,Mark Johnson,Cleaner,Pedia,Morning,001-817-408-5746,phaas@example.org,75342,2/4/2021,Active
8586,Amber Stevens,Pharmacist,Ortho,Night,297.829.5887,johnsongrant@example.org,73184,7/4/2024,Active
8587,James Gonzales,Receptionist,Onco,Night,227.514.1944x6712,samanthajohnson@example.net,64361,2/27/2021,Resigned
8588,Alyssa Gonzalez,Pharmacist,Onco,Night,+1-629-315-8637x18890,josephanderson@example.com,30302,10/31/2020,Resigned
8589,Christopher Wilson,Pharmacist,Ortho,Evening,(341)884-6606x32032,james80@example.org,55112,5/25/2022,Resigned
8590,Jacob Cruz,Receptionist,Cardio,Night,661-593-6022,lynngolden@example.org,77719,7/9/2022,Active
8591,Stephanie Douglas,Cleaner,Cardio,Morning,(901)236-4206,beckcourtney@example.org,43041,7/28/2022,Resigned
8592,Deborah Parks,Cleaner,Onco,Morning,(457)500-9549x69745,billygibson@example.com,57604,7/26/2021,Resigned
8593,Maurice Brown,Technician,Neuro,Night,001-706-855-4926,qevans@example.org,44076,9/16/2024,Resigned
8594,Jordan Jones,Receptionist,Onco,Night,001-450-232-9954,hcunningham@example.net,70529,2/12/2025,Active
8595,Jonathan Krueger,Technician,Ortho,Morning,537-806-4210x848,codymiller@example.org,49774,2/1/2021,Active
8596,Mr. Christopher Russell,Pharmacist,Neuro,Morning,658.434.2804x638,scott98@example.net,37082,12/26/2020,Resigned
8597,Martin Williams,Technician,Pedia,Morning,849.352.8232,aaronturner@example.net,27798,12/10/2020,Active
8598,Michael Aguilar,Receptionist,Pedia,Evening,433.439.4702x807,ulin@example.org,36213,4/14/2025,Active
8599,Emily Reid,Technician,Onco,Morning,001-424-231-9256x1183,gbarr@example.com,78156,1/13/2023,Resigned
8600,Paige Hernandez,Receptionist,Pedia,Evening,7384498641,debra59@example.net,45180,5/29/2025,Active
8601,Brandon Carter,Cleaner,Ortho,Night,(914)273-9112x48998,victoria02@example.com,76009,2/3/2025,Active
8602,Bobby Morales,Pharmacist,Neuro,Night,(590)540-8219x84647,aaron32@example.com,55062,7/11/2022,Active
8603,Michele Wang,Technician,Onco,Morning,386.715.4295,wilsonalexandra@example.com,28194,5/11/2023,Resigned
8604,Kristina Lawrence,Nurse,Neuro,Night,407.620.6918x8279,castillotravis@example.org,37192,6/21/2024,Active
8605,Lisa Howard,Pharmacist,Ortho,Night,001-936-820-6436x0121,christopher95@example.net,44841,2/11/2024,Resigned
8606,Andrea Mccullough,Receptionist,Cardio,Night,3773772865,patrickyang@example.org,41707,12/7/2022,Active
8607,Erica Byrd,Nurse,Onco,Evening,893.813.1234x7356,bethany08@example.org,68193,11/30/2023,Active
8608,Elizabeth Branch,Cleaner,Pedia,Evening,001-862-466-5405x93068,christopherlewis@example.org,30499,8/25/2024,Resigned
8609,Melissa Parsons,Nurse,Ortho,Morning,637-881-2388x7961,erikcole@example.com,29676,5/25/2025,Resigned
8610,Joseph Mcguire,Cleaner,Neuro,Night,224.843.6055x60630,shannonlinda@example.org,68261,9/2/2023,Resigned
8611,James Tyler,Technician,Cardio,Night,001-482-917-7175x36400,andreabrooks@example.net,59896,12/29/2020,Resigned
8612,Michael Roman,Pharmacist,Ortho,Night,6586617740,zpowell@example.net,38468,4/25/2022,Active
8613,Joseph Smith,Technician,Pedia,Morning,+1-912-929-7391x6540,smithmario@example.com,37341,7/22/2025,Active
8614,Michael Reed,Receptionist,Neuro,Night,-2306,courtneylewis@example.net,70811,4/29/2021,Resigned
8615,Erin Brandt,Receptionist,Onco,Night,735.844.6743x24745,hstark@example.net,61269,11/21/2023,Resigned
8616,Lisa Miller,Pharmacist,Cardio,Evening,506.542.6125,ramirezlaura@example.com,71038,7/15/2025,Active
8617,Matthew Heath,Technician,Pedia,Night,+1-400-776-4407x20025,reevesraven@example.com,32216,11/22/2022,Active
8618,Mrs. Rebecca Hawkins,Technician,Pedia,Night,7683353670,gfreeman@example.net,69633,3/23/2023,Resigned
8619,Brenda Chavez,Pharmacist,Onco,Night,001-649-711-4911x892,ericleach@example.com,69165,8/23/2025,Resigned
8620,Russell Carey,Technician,Onco,Night,(434)217-1173,corey76@example.org,74515,8/24/2022,Active
8621,Marvin Graham,Pharmacist,Pedia,Evening,710-584-0681x744,piercepeggy@example.com,45751,5/4/2025,Active
8622,Shelby Pierce,Nurse,Pedia,Night,314-848-4675x833,rebeccasmith@example.net,58512,7/26/2024,Resigned
8623,Craig Lewis,Cleaner,Pedia,Evening,001-495-469-1807x429,eduardogeorge@example.org,73597,8/9/2024,Active
8624,Jasmine Morrison,Technician,Ortho,Night,616-521-3355,jason57@example.org,44487,1/22/2024,Active
8625,Clarence Wade,Technician,Pedia,Evening,+1-406-801-0444x232,taylorbrian@example.net,68275,12/4/2023,Resigned
8626,Bill Green,Technician,Cardio,Night,743-570-1438,juanallen@example.org,63696,2/24/2025,Resigned
8627,Jasmine Jennings,Receptionist,Neuro,Night,001-900-669-2007x05211,whitney52@example.net,52855,1/3/2025,Active
8628,Amanda Moss,Receptionist,Cardio,Morning,7266067748,stephaniebrown@example.com,60022,5/21/2022,Resigned
8629,Melissa Harrison,Cleaner,Ortho,Evening,747.777.7922,colonstephanie@example.org,61612,7/1/2024,Active
8630,Mrs. Megan Haas,Technician,Neuro,Evening,(925)900-7935x3171,kwilliams@example.net,35579,2/2/2024,Active
8631,Tony Valdez,Nurse,Onco,Evening,001-231-924-2935,smithjoe@example.org,70109,10/10/2020,Active
8632,Lori Brown,Receptionist,Onco,Evening,+1-812-939-1176x4063,diane04@example.com,44418,7/5/2023,Active
8633,Sarah Faulkner MD,Technician,Pedia,Morning,4397275225,jbrown@example.net,76492,7/15/2025,Resigned
8634,Holly Brennan,Cleaner,Neuro,Night,+1-272-423-0341x34173,qsmith@example.org,28213,8/31/2021,Resigned
8635,Eugene Noble,Nurse,Ortho,Morning,3433996750,ecombs@example.org,20594,1/9/2022,Active
8636,Robert Mcmahon,Pharmacist,Pedia,Morning,001-318-337-4886,klozano@example.org,37321,2/6/2025,Active
8637,William Garcia,Receptionist,Cardio,Evening,+1-560-994-8971x9356,wwells@example.net,50268,2/4/2021,Active
8638,Ricky Rodriguez,Pharmacist,Ortho,Night,394-616-0933x62298,daviskathleen@example.com,59978,10/16/2022,Active
8639,Michelle Johnson,Technician,Onco,Morning,001-459-831-9214x68778,hansontracy@example.com,48585,1/1/2022,Resigned
8640,Tracy Mitchell,Cleaner,Pedia,Evening,(675)348-3072,xray@example.com,36741,7/10/2021,Active
8641,Donna Preston,Nurse,Ortho,Night,911.530.9107,andreascott@example.org,23800,12/26/2024,Resigned
8642,Brian Anderson,Nurse,Onco,Morning,001-495-630-3694x14035,hubbardbobby@example.com,58855,1/9/2022,Resigned
8643,Mark Soto,Technician,Onco,Night,398-809-5881,waltersshannon@example.com,76640,4/26/2025,Active
8644,Karen Wallace,Cleaner,Onco,Night,8028165829,taraerickson@example.net,32103,2/18/2024,Resigned
8645,Nina Gray,Receptionist,Neuro,Night,629-995-7718x013,tanya62@example.com,29240,9/13/2021,Active
8646,Scott Woodard,Pharmacist,Onco,Night,+1-541-258-0811x53329,rosepamela@example.net,49833,9/30/2022,Active
8647,Kirk Choi,Receptionist,Ortho,Morning,+1-325-485-9081x3204,hmerritt@example.com,37001,8/25/2024,Resigned
8648,Michael Mora,Nurse,Pedia,Morning,928-682-0319,wrightcody@example.com,27892,7/20/2022,Resigned
8649,Christopher Padilla,Cleaner,Cardio,Night,678-703-5841,evan03@example.org,55469,11/12/2024,Active
8650,Donald Baker,Receptionist,Cardio,Evening,465.711.4264x896,htran@example.org,71109,11/20/2021,Active
8651,Kaitlyn Douglas,Cleaner,Pedia,Night,613-886-0559,brewerjulia@example.com,65425,4/30/2025,Resigned
8652,Timothy Herring,Nurse,Cardio,Morning,807-473-4427,allison37@example.net,20395,4/9/2024,Resigned
8653,Matthew Mack,Receptionist,Pedia,Night,+1-706-955-7407x6086,davisjason@example.org,38147,5/22/2023,Active
8654,Eric Castro,Technician,Pedia,Morning,(209)798-0569x30114,matthewvasquez@example.net,66728,9/26/2023,Resigned
8655,Rachel Reyes,Nurse,Neuro,Night,223-433-2937x700,ryanhall@example.com,60990,2/23/2023,Resigned
8656,Sara Rangel,Pharmacist,Cardio,Morning,(292)888-3721,christianscott@example.org,29307,3/23/2022,Active
8657,Kevin Fernandez,Technician,Pedia,Evening,001-569-374-1333x542,awilkins@example.org,73784,11/22/2024,Active
8658,Charles Harmon,Pharmacist,Cardio,Morning,(273)880-2173x874,burnsblake@example.net,72002,1/31/2023,Active
8659,David Marshall,Receptionist,Onco,Morning,001-345-778-1298x354,turnertara@example.net,44698,9/4/2025,Active
8660,Steven Osborn DDS,Technician,Cardio,Morning,(446)526-4242x13148,ramirezsarah@example.net,61601,9/15/2021,Resigned
8661,Jill Nunez,Pharmacist,Neuro,Night,001-404-819-5732x343,jacksonjessica@example.org,48040,1/17/2022,Resigned
8662,Ryan Arnold,Cleaner,Cardio,Morning,470.331.9391x73527,hgonzalez@example.org,36075,7/27/2025,Resigned
8663,Julie Navarro,Cleaner,Cardio,Evening,(502)475-8742,bhuffman@example.org,28456,4/29/2024,Resigned
8664,Linda Rogers,Nurse,Ortho,Night,+1-814-426-5795x474,pvelazquez@example.net,74134,4/14/2021,Active
8665,Jose Davis,Cleaner,Neuro,Evening,001-406-742-2537x7398,mray@example.com,21285,4/24/2021,Resigned
8666,Krista Underwood,Pharmacist,Pedia,Night,998-589-5537x5700,uthomas@example.org,39456,6/27/2024,Active
8667,Anthony Singh,Receptionist,Pedia,Night,(553)933-9160,perrystephanie@example.net,40657,9/18/2023,Active
8668,Edward Lee,Receptionist,Cardio,Morning,5927175153,christinabrowning@example.org,20691,10/24/2021,Active
8669,Kathleen Russell,Pharmacist,Neuro,Night,001-309-928-6317x253,christopher15@example.org,57945,3/23/2023,Resigned
8670,Daniel Johnson,Nurse,Neuro,Evening,(828)523-0169x019,brandibaker@example.org,78616,10/9/2021,Resigned
8671,Marissa Nguyen,Receptionist,Onco,Morning,(972)402-4898x681,carrierodriguez@example.org,37719,9/18/2025,Resigned
8672,Edwin Meyer,Cleaner,Neuro,Evening,+1-624-634-1264x2070,rmiller@example.org,32589,10/24/2023,Active
8673,David Wagner DVM,Nurse,Cardio,Night,6079141217,vanessaandrews@example.org,50615,5/16/2025,Resigned
8674,Tanya Cervantes,Nurse,Pedia,Morning,472.321.1509x7458,codymyers@example.com,52606,1/11/2022,Resigned
8675,Lisa Valdez,Pharmacist,Onco,Morning,648.218.7275,robertaguilar@example.org,56899,6/27/2021,Resigned
8676,Sabrina Miller,Receptionist,Cardio,Morning,+1-378-492-1649x32479,jodi55@example.com,56374,11/17/2022,Active
8677,Alexandra Torres,Receptionist,Cardio,Morning,+1-695-422-1841x0784,warrenjoseph@example.com,37922,10/24/2021,Resigned
8678,Robert James,Cleaner,Ortho,Morning,(631)710-9196x3361,sextoncharles@example.com,44998,4/22/2025,Active
8679,Scott Greene,Receptionist,Neuro,Night,001-264-620-5679x18600,amanda23@example.net,64458,4/19/2021,Resigned
8680,Virginia Schroeder,Pharmacist,Onco,Evening,(925)442-6008,jhenry@example.org,27398,5/13/2025,Active
8681,Benjamin Fischer,Receptionist,Onco,Morning,501.283.4309,denisechapman@example.com,74391,8/12/2022,Resigned
8682,Kenneth Williams,Receptionist,Onco,Night,+1-725-201-1309x8667,carteraaron@example.net,72346,6/10/2021,Resigned
8683,Maria Allen,Nurse,Neuro,Night,(829)209-0197x0586,tiffany09@example.com,46929,3/31/2022,Resigned
8684,Emily Bishop,Cleaner,Pedia,Morning,947.539.2007x65221,mark16@example.org,69452,10/28/2024,Active
8685,Jason Morales,Pharmacist,Pedia,Morning,+1-858-665-0043x70869,baldwinlucas@example.net,58402,12/1/2024,Active
8686,Jessica Peterson,Cleaner,Pedia,Evening,757-225-0786,ppeck@example.com,66958,11/2/2022,Active
8687,Danny Coffey,Receptionist,Cardio,Night,232-605-4554x143,nathan10@example.com,21034,12/18/2022,Resigned
8688,Jeanne Benitez,Nurse,Neuro,Night,596.872.8947x9204,carol03@example.org,44069,11/9/2020,Resigned
8689,Casey Arias,Cleaner,Pedia,Evening,905-810-9739x8009,steven09@example.net,58423,2/22/2023,Resigned
8690,Angela Jimenez,Nurse,Onco,Morning,001-627-719-1175x9066,gomezkimberly@example.net,34954,7/1/2022,Resigned
8691,Glenda Johnston,Receptionist,Ortho,Night,001-899-930-5535x9465,vfischer@example.org,24990,4/27/2021,Active
8692,Laura Morse,Technician,Neuro,Night,(696)838-0274x9270,nelsonlauren@example.com,41550,7/24/2022,Resigned
8693,Pamela Fletcher,Receptionist,Onco,Evening,394.867.9329x18159,ybyrd@example.net,27734,6/30/2025,Active
8694,Robert Wells,Receptionist,Neuro,Night,-8101,pollardreginald@example.net,40219,12/3/2023,Resigned
8695,Edward Parrish,Cleaner,Onco,Morning,475-665-1179,patricia24@example.com,40877,1/14/2023,Active
8696,Aaron Kelly Jr.,Pharmacist,Onco,Night,804-234-0345x177,melissa32@example.org,40815,3/12/2023,Resigned
8697,Howard Horton,Nurse,Pedia,Evening,922.806.9107x853,vasquezrhonda@example.org,78846,9/25/2024,Active
8698,Kelly Brewer,Technician,Cardio,Morning,617.494.1752,bradykara@example.org,59161,2/21/2021,Active
8699,Kathleen Ochoa,Cleaner,Neuro,Evening,001-806-280-6988,brookeroberson@example.com,42365,2/3/2025,Active
8700,John Parker,Nurse,Onco,Evening,+1-392-356-8154x420,odougherty@example.com,67102,6/15/2025,Active
8701,Amber Jones,Pharmacist,Neuro,Morning,833-498-5677x4581,larry40@example.org,38136,1/1/2023,Active
8702,Brandon Thomas,Receptionist,Pedia,Morning,841-577-4083x260,william98@example.net,44079,5/20/2022,Active
8703,Chris Walls,Pharmacist,Ortho,Evening,(238)853-0372x55321,hallnancy@example.net,64384,2/25/2024,Active
8704,Stephen Garza,Cleaner,Onco,Evening,-7062,sandovalkaylee@example.org,36131,3/1/2024,Active
8705,Jessica Wright,Receptionist,Cardio,Morning,496-603-2658x628,michael76@example.org,61531,10/5/2023,Active
8706,Alexander Rogers,Pharmacist,Neuro,Night,4796382464,maryspears@example.net,24095,7/1/2021,Resigned
8707,Christopher Gonzalez,Nurse,Onco,Morning,-3169,william66@example.net,31220,11/13/2023,Active
8708,Kristy Clements,Cleaner,Onco,Morning,343.904.3481x187,hernandezlisa@example.net,68278,2/12/2025,Resigned
8709,Jennifer Perez,Nurse,Ortho,Evening,(510)840-9996x6918,laura61@example.net,60036,4/6/2023,Active
8710,Michael Knight,Receptionist,Ortho,Morning,(653)466-6613,fkelly@example.net,38137,1/2/2021,Active
8711,Matthew Cook,Technician,Ortho,Night,001-959-236-3249x550,dawnclark@example.com,40377,4/28/2022,Active
